title,url,school,degree,pace,duration,languages,based,price
Master of Education in Adult Education,https://www.masterstudies.com/Master-of-Education-in-Adult-Education/USA/Park-University/,Park University,Master,,,,Campus Online,
Master of Education in Early Childhood Education,https://www.masterstudies.com/Master-of-Education-in-Early-Childhood-Education/USA/Park-University/,Park University,Master,,,,Campus,
Master of Education in Language and Literacy,https://www.masterstudies.com/Master-of-Education-in-Language-and-Literacy/USA/Park-University/,Park University,Master,,8Weeks,,Campus,
Master of Education Degree in Teacher Leadership,https://www.masterstudies.com/Master-of-Education-Degree-in-Teacher-Leadership/USA/Park-University/,Park University,Master,,36Hours,,Campus,
Master of Music,https://www.masterstudies.com/Master-of-Music/USA/Park-University/,Park University,Master,,,,Campus,
Master of Public Affairs,https://www.masterstudies.com/Master-of-Public-Affairs/USA/Park-University/,Park University,Master,,36Hours,,Campus Online,
MSc in Cybersecurity (Information Assurance),https://www.masterstudies.com/MSc-in-Cybersecurity-(Information-Assurance)/USA/udallas-cob/,University of Dallas College of Business,MSc,Full-time                                                     Part-time,,,Campus Online,
MSc in Accounting and IT,https://www.masterstudies.com/MSc-in-Accounting-and-IT/USA/udallas-cob/,University of Dallas College of Business,MSc,Full-time                                                     Part-time,,English,Campus Online,
Master In Finance - IESA Panama,https://www.masterstudies.com/Master-In-Finance-IESA-Panama/Venezuela/IESA-Instituto-de-Estudios-Superiores-de-Administración/,IESA - Instituto de Estudios Superiores de Administración,Master,Full-time,,,Campus,
Master In Public Management,https://www.masterstudies.com/Master-In-Public-Management/Venezuela/IESA-Instituto-de-Estudios-Superiores-de-Administración/,IESA - Instituto de Estudios Superiores de Administración,Master,Part-time,18Months,,Campus,
MA in Marketing,https://www.masterstudies.com/MA-In-Marketing/Venezuela/IESA-Instituto-de-Estudios-Superiores-de-Administración/,IESA - Instituto de Estudios Superiores de Administración,Master,Part-time,15Months,English,Campus,
Master In Finance,https://www.masterstudies.com/Masters-In-Finance/Venezuela/IESA-Instituto-de-Estudios-Superiores-de-Administración/,IESA - Instituto de Estudios Superiores de Administración,Master,Part-time,15Months,,Campus,
Master of Education Program,https://www.masterstudies.com/Master-of-Education-Program/USA/York-College-of-Pennsylvania-(YCP)/,York College of Pennsylvania (YCP),Master,Full-time                                                     Part-time,,,Campus,
MBA and business management ISEAD / UPTC,https://www.masterstudies.com/MBA-And-Business-Management-ISEAD-UPTC/Spain/ISEAD/,ISEAD Business School,Master,Part-time,,,Online & Campus Combined,
Master of Business Administration,https://www.masterstudies.com/Master-of-Business-Administration/USA/Marriott-School-of-Management-Brigham-Young-University/,"Marriott School of Management, Brigham Young University",Master,Full-time,2Years,,Campus,
Master of Accountancy,https://www.masterstudies.com/Master-of-Accountancy/USA/Marriott-School-of-Management-Brigham-Young-University/,"Marriott School of Management, Brigham Young University",Master,Full-time,2Years,,Campus,
Master of Information Systems Management (MISM),https://www.masterstudies.com/Master-of-Information-Systems-Management-(MISM)/USA/Marriott-School-of-Management-Brigham-Young-University/,"Marriott School of Management, Brigham Young University",Master,Full-time,2Years,,Campus,
Full Time MBA Program,https://www.masterstudies.com/Full-Time-MBA-Program/USA/Pamplin-College-of-Business-Virginia-Polytechnic-Institute-and-State-University/,"Pamplin College of Business, Virginia Polytechnic Institute and State University",Master,Full-time,,,Campus,
M.S. in Accounting and Information Systems,https://www.masterstudies.com/M.S.-in-Accounting-and-Information-Systems/USA/Pamplin-College-of-Business-Virginia-Polytechnic-Institute-and-State-University/,"Pamplin College of Business, Virginia Polytechnic Institute and State University",MSc,Full-time,12Months,English,Campus,
Master in Hospitality and Tourism Management,https://www.masterstudies.com/Master-in-Hospitality-and-Tourism-Management/USA/Pamplin-College-of-Business-Virginia-Polytechnic-Institute-and-State-University/,"Pamplin College of Business, Virginia Polytechnic Institute and State University",Master,Full-time,2Years,,Campus,
Education Solutions,https://www.masterstudies.com/Education-Solutions/USA/Center-for-Creative-Leadership/,Center for Creative Leadership,Master,Part-time,,,Campus,
Master of Science in Finance - MSF,https://www.masterstudies.com/Master-of-Science-in-Finance-MSF/USA/University-of-Portland-Pamplin-School-of-Business/,"University of Portland, Pamplin School of Business",MBA,Full-time                                                     Part-time,1Years,,Campus,
MA in Economics,https://www.masterstudies.com/MA-in-Economics/USA/California-State-University-at-Fullerton-Steven-G.-Mihaylo-College-of-Business-and-Economics/,"California State University at Fullerton,Steven G. Mihaylo College of Business and Economics",MA,Full-time                                                     Part-time,1Years,,Campus,
MS in Taxation,https://www.masterstudies.com/MS-in-Taxation/USA/California-State-University-at-Fullerton-Steven-G.-Mihaylo-College-of-Business-and-Economics/,"California State University at Fullerton,Steven G. Mihaylo College of Business and Economics",MSc,Full-time,2Years,,Campus,
MS in Accountancy,https://www.masterstudies.com/MS-in-Accountancy/USA/California-State-University-at-Fullerton-Steven-G.-Mihaylo-College-of-Business-and-Economics/,"California State University at Fullerton,Steven G. Mihaylo College of Business and Economics",MSc,Full-time,2Years,,Campus,
Master of Science in Finance (Full/Part-time mode),https://www.masterstudies.com/Master-of-Science-in-Finance-(FullPart-time-mode)/USA/University-of-Tulsa-College-of-Business-Administration/,University of Tulsa College of Business Administration,MSc,Full-time,2Years,,Campus,
Master of Business Administration,https://www.masterstudies.com/Master-of-Business-Administration/USA/Seidman-College-of-Business-Grand-Valley-State-University/,"Seidman College of Business, Grand Valley State University",Master,Full-time                                                     Part-time,16Months,,Campus,
Master of Science in Taxation,https://www.masterstudies.com/Master-of-Science-in-Taxation/USA/Seidman-College-of-Business-Grand-Valley-State-University/,"Seidman College of Business, Grand Valley State University",MSc,Full-time                                                     Part-time,1Years,,Campus,
Master of Science in Accounting (MSA),https://www.masterstudies.com/Master-of-Science-in-Accounting-(MSA)/USA/Seidman-College-of-Business-Grand-Valley-State-University/,"Seidman College of Business, Grand Valley State University",MSc,Full-time                                                     Part-time,,English,Campus,
Master of Science in Accounting,https://www.masterstudies.com/Master-of-Science-in-Accounting/USA/LCB/,"Carl H. Lindner College of Business, University of Cincinnati",MSc,Full-time                                                     Part-time,9Months,English,Campus,
"MSc in Criminal Justice, Forensic Psychology Concentration",https://www.masterstudies.com/MSc-in-Criminal-Justice-Forensic-Psychology-Concentration/USA/TiffinU/,Tiffin University,MSc,Full-time,4Semesters,,Campus,
"MSc in Criminal Justice, Homeland Security Administration Concentration",https://www.onlinestudies.com/MSc-in-Criminal-Justice-Homeland-Security-Administration-Concentration/USA/TiffinU/,Tiffin University,MSc,Part-time,3Semesters,,Online,
Master of Science in Accounting,https://www.masterstudies.com/Master-of-Science-in-Accounting/USA/Eugene-M.-Isenberg-School-of-Management-University-of-Massachusetts-Amherst/,"Eugene M. Isenberg School of Management, University of Massachusetts, Amherst",MSc,Full-time,,English,Campus,
Master of Science in Hospitality and Tourism Management,https://www.masterstudies.com/Master-of-Science-in-Hospitality-and-Tourism-Management/USA/Eugene-M.-Isenberg-School-of-Management-University-of-Massachusetts-Amherst/,"Eugene M. Isenberg School of Management, University of Massachusetts, Amherst",MSc,Full-time,,,Campus,
Masters of Science in Sport Management,https://www.masterstudies.com/Masters-of-Science-in-Sport-Management/USA/Eugene-M.-Isenberg-School-of-Management-University-of-Massachusetts-Amherst/,"Eugene M. Isenberg School of Management, University of Massachusetts, Amherst",MSc,Full-time,,,Campus,
Master of Information Technology,https://www.masterstudies.com/Master-of-Information-Technology/USA/Pamplin-College-of-Business-Virginia-Polytechnic-Institute-and-State-University/,"Pamplin College of Business, Virginia Polytechnic Institute and State University",Master,Full-time,1Years,English,Online,
Master of Science in Applied Economics,https://www.masterstudies.com/Master-of-Science-in-Applied-Economics/USA/LCB/,"Carl H. Lindner College of Business, University of Cincinnati",MSc,Full-time                                                     Part-time,1Years,English,Campus,
Master of Arts in Management,https://www.masterstudies.com/Master-of-Arts-in-Management/USA/Peter-F.-Drucker-and-Masatoshi-Ito-Graduate-School-of-Management-Claremont-Graduate-University/,"Peter F. Drucker and Masatoshi Ito Graduate School of Management, Claremont Graduate University",MA,Full-time                                                     Part-time,,,Campus,
